Cents,TOTAL (T),TOTAL Most Frequent,Western (W),Non-Western (NW),Instrumental (In),Vocal (Vo),T 95% CI,TMF 95% CI,W 95% CI,NW 95% CI,IN 95% CI,Vo 95% CI,T SE high,TMF SE high,W SE high,NW SE high,In SE high,Vo SE high,T SE low,TMF SE low,W SE low,NW SE low,In SE low,Vo SE low
945,0.121,0.11971,0.147038462,0.084612245,0.0798,0.142,0.030291942,0.02422574,0.096222872,0.028023984,0.045910945,0.071858242,0.15129194,0.14393574,0.24326133,0.11263623,0.12571094,0.21385824,0.090708,0.09548426,0.05081559,0.05658826,0.03388906,0.07014176
948,0.121,0.12084,0.134038462,0.087693878,0.0701,0.135428571,0.027122683,0.023281066,0.086142517,0.025254582,0.038241466,0.062538597,0.14812268,0.14412107,0.22018098,0.11294846,0.10834147,0.19796717,0.093877,0.09755893,0.04789595,0.0624393,0.03185853,0.07288997
951,0.124,0.13056,0.132384615,0.091102041,0.0638,0.140785714,0.026443503,0.026519623,0.065503729,0.028345927,0.037676393,0.05596143,0.1504435,0.15707962,0.19788834,0.11944797,0.10147639,0.19674714,0.097556,0.10404038,0.06688089,0.06275611,0.02612361,0.08482428
954,0.12,0.12289,0.127115385,0.088734694,0.08135,0.119738095,0.030625738,0.02672861,0.099587975,0.02813258,0.049004829,0.069992628,0.15062574,0.14961861,0.22670336,0.11686727,0.13035483,0.18973072,0.089374,0.09616139,0.02752741,0.06060211,0.03234517,0.04974547
957,0.117,0.14097,0.103384615,0.092306122,0.077575,0.118214286,0.02860093,0.028691694,0.065854585,0.031676053,0.053563069,0.057795514,0.14560093,0.16966169,0.1692392,0.12398217,0.13113807,0.1760098,0.088399,0.11227831,0.03753003,0.06063007,0.02401193,0.06041877
960,0.138,0.13187,0.108230769,0.112081633,0.08275,0.13752381,0.031980474,0.028383533,0.068041229,0.036213751,0.053866659,0.065544965,0.16998047,0.16025353,0.176272,0.14829538,0.13661666,0.20306878,0.10602,0.10348647,0.04018954,0.07586788,0.02888334,0.07197884
963,0.132,0.14575,0.107269231,0.10622449,0.079225,0.111928571,0.030830469,0.026679692,0.073771506,0.033744707,0.053657192,0.058347421,0.16283047,0.17242969,0.18104074,0.1399692,0.13288219,0.17027599,0.10117,0.11907031,0.03349772,0.07247978,0.02556781,0.05358115
966,0.13,0.14482,0.092192308,0.108418367,0.0816,0.109738095,0.02982744,0.029862583,0.046221285,0.035662742,0.052535624,0.053206347,0.15982744,0.17468258,0.13841359,0.14408111,0.13413562,0.16294444,0.100173,0.11495742,0.04597102,0.07275563,0.02906438,0.05653175
969,0.133,0.15726,0.097153846,0.110183674,0.08925,0.107214286,0.028546288,0.03263827,0.046532242,0.033924002,0.047230396,0.049804137,0.16154629,0.18989827,0.14368609,0.14410768,0.1364804,0.15701842,0.104454,0.12462173,0.0506216,0.07625967,0.0420196,0.05741015
972,0.151,0.17664,0.122269231,0.122020408,0.12815,0.114642857,0.031167615,0.03631359,0.056216968,0.036507457,0.060218769,0.051175562,0.18216761,0.21295359,0.1784862,0.15852786,0.18836877,0.16581842,0.119832,0.14032641,0.06605226,0.08551295,0.06793123,0.06346729
975,0.159,0.19228,0.116384615,0.131,0.129975,0.124119048,0.034121181,0.038388989,0.050879877,0.040987803,0.066859795,0.055032138,0.19312118,0.23066899,0.16726449,0.1719878,0.19683479,0.17915119,0.124879,0.15389101,0.06550474,0.0900122,0.06311521,0.06908691
978,0.177,0.19815,0.122269231,0.147836735,0.132175,0.111833333,0.034392096,0.0355054,0.053684174,0.041054351,0.060635352,0.049368875,0.2113921,0.2336554,0.17595341,0.18889109,0.19281035,0.16120221,0.142608,0.1626446,0.06858506,0.10678238,0.07153965,0.06246446
981,0.184,0.21995,0.121423077,0.155173469,0.166825,0.090642857,0.041304115,0.044056274,0.060787414,0.049617554,0.082487447,0.045718465,0.22530411,0.26400627,0.18221049,0.20479102,0.24931245,0.13636132,0.142696,0.17589373,0.06063566,0.10555592,0.08433755,0.04492439
984,0.199,0.21594,0.123076923,0.170571429,0.18755,0.102619048,0.04192046,0.042746358,0.069634734,0.049534109,0.091747235,0.047165617,0.24092046,0.25868636,0.19271166,0.22010554,0.27929724,0.14978467,0.15708,0.17319364,0.05344219,0.12103732,0.09580276,0.05545343
987,0.233,0.26633,0.188384615,0.187346939,0.22255,0.120619048,0.0525632,0.055140878,0.110552256,0.059691849,0.115698286,0.052098603,0.2855632,0.32147088,0.29893687,0.24703879,0.33824829,0.17271765,0.180437,0.21118912,0.07783236,0.12765509,0.10685171,0.06852045
990,0.223,0.2569,0.149423077,0.187571429,0.227125,0.09547619,0.052832313,0.053010148,0.118007346,0.058963026,0.114897471,0.044660816,0.27583231,0.30991015,0.26743042,0.24653445,0.34202247,0.14013701,0.170168,0.20388985,0.03141573,0.1286084,0.11222753,0.05081537
993,0.268,0.30007,0.236807692,0.210795918,0.28065,0.121333333,0.056115894,0.056924084,0.157043977,0.057445856,0.123334889,0.04384038,0.32411589,0.35699408,0.39385167,0.26824177,0.40398489,0.16517371,0.211884,0.24314592,0.07976371,0.15335006,0.15731511,0.07749295
996,0.29,0.33433,0.277807692,0.222663265,0.284775,0.137476191,0.068732191,0.071930793,0.19861307,0.069005292,0.149142099,0.057857229,0.35873219,0.40626079,0.47642076,0.29166856,0.4339171,0.19533342,0.221268,0.26239921,0.07919462,0.15365797,0.1356329,0.07961896
999,0.319,0.35688,0.325846154,0.238959184,0.327125,0.132476191,0.077235466,0.078669469,0.216926476,0.078588777,0.166685039,0.042607522,0.39623547,0.43554947,0.54277263,0.31754796,0.49381004,0.17508371,0.241765,0.27821053,0.10891968,0.16037041,0.16043996,0.08986867
1002,0.309,0.36727,0.306884615,0.234020408,0.28215,0.150880952,0.0756515,0.081776447,0.199769297,0.079436264,0.146795504,0.062870867,0.3846515,0.44904645,0.50665391,0.31345667,0.4289455,0.21375182,0.233348,0.28549355,0.10711532,0.15458414,0.1353545,0.08801008
1005,0.302,0.3835,0.248846154,0.242326531,0.249075,0.126809524,0.075513338,0.08652371,0.149732888,0.086895877,0.119188456,0.044332559,0.37751334,0.47002371,0.39857904,0.32922241,0.36826346,0.17114208,0.226487,0.29697629,0.09911327,0.15543065,0.12988654,0.08247696
1008,0.303,0.36958,0.298423077,0.229714286,0.256225,0.172071429,0.065816784,0.087744276,0.128530092,0.07572112,0.116489882,0.067822656,0.36881678,0.45732428,0.42695317,0.30543541,0.37271488,0.23989408,0.237183,0.28183572,0.16989299,0.15399317,0.13973512,0.10424877
1011,0.301,0.36319,0.281384615,0.232806122,0.25685,0.144880952,0.063997969,0.085660423,0.13713471,0.072209294,0.123520351,0.054618911,0.36499797,0.44885042,0.41851932,0.30501542,0.38037035,0.19949986,0.237002,0.27752958,0.14424991,0.16059683,0.13332965,0.09026204
